,,Weights
"4,30",KIO,8e-05
"4,30",ISD,8e-05
"4,30",VLT,8e-05
"4,30",FSD,8e-05
"4,30",GHY,8e-05
"4,30",JLS,8e-05
"4,30",IVH,8e-05
"4,30",AIF,8e-05
"4,30",HYB,0.99437
"4,30",EIC,0.00333
"4,29",JHAA,0.00037
"4,29",IHIT,0.00037
"4,29",HIX,0.00037
"4,29",EHI,0.00037
"4,29",PHT,0.00037
"4,29",HYI,0.00037
"4,29",OPP,0.00037
"4,29",MCR,0.00037
"4,29",CIK,0.00037
"4,29",NHS,0.00037
"4,29",HIO,0.00037
"4,29",MPV,0.00037
"4,29",DHY,0.00037
"4,29",MCI,0.00037
"4,29",AWF,0.00037
"4,29",DHF,0.00037
"4,29",BGH,0.00037
"4,29",EAD,0.00037
"4,29",RA,0.00037
"4,29",KIO,0.00037
"4,29",ISD,0.00037
"4,29",VLT,0.00037
"4,29",FSD,0.00037
"4,29",GHY,0.00037
"4,29",JLS,0.00037
"4,29",IVH,0.00037
"4,29",AIF,0.00037
"4,29",HYB,0.98555
"4,29",EIC,0.00448
"4,28",IHIT,0.00029
"4,28",HIX,0.00029
"4,28",EHI,0.00029
"4,28",PHT,0.00029
"4,28",HYI,0.00029
"4,28",OPP,0.00029
"4,28",MCR,0.00029
"4,28",CIK,0.00029
"4,28",NHS,0.00029
"4,28",HIO,0.00029
"4,28",MPV,0.00029
"4,28",DHY,0.00029
"4,28",MCI,0.00029
"4,28",AWF,0.00029
"4,28",DHF,0.00029
"4,28",BGH,0.00029
"4,28",EAD,0.00029
"4,28",RA,0.00029
"4,28",KIO,0.00029
"4,28",ISD,0.00029
"4,28",VLT,0.00029
"4,28",FSD,0.00029
"4,28",GHY,0.00029
"4,28",JLS,0.00029
"4,28",IVH,0.00029
"4,28",AIF,0.00029
"4,28",HYB,0.98683
"4,28",EIC,0.00571
"4,27",HIX,0.00014
"4,27",EHI,0.00014
"4,27",PHT,0.00014
"4,27",HYI,0.00014
"4,27",OPP,0.00014
"4,27",MCR,0.00014
"4,27",CIK,0.00014
"4,27",NHS,0.00014
"4,27",HIO,0.00014
"4,27",MPV,0.00014
"4,27",DHY,0.00014
"4,27",MCI,0.00014
"4,27",AWF,0.00014
"4,27",DHF,0.00014
"4,27",BGH,0.00014
"4,27",EAD,0.00014
"4,27",RA,0.00014
"4,27",KIO,0.00014
"4,27",ISD,0.00014
"4,27",VLT,0.00014
"4,27",FSD,0.02114
"4,27",GHY,0.00019
"4,27",JLS,0.00019
"4,27",IVH,0.00019
"4,27",AIF,0.00019
"4,27",HYB,0.96819
"4,27",EIC,0.00704
"4,26",EHI,0.00044
"4,26",PHT,0.00044
"4,26",HYI,0.00044
"4,26",OPP,0.00044
"4,26",MCR,0.00044
"4,26",CIK,0.00044
"4,26",NHS,0.00044
"4,26",HIO,0.00044
"4,26",MPV,0.00044
"4,26",DHY,0.00044
"4,26",MCI,0.00044
"4,26",AWF,0.00044
"4,26",DHF,0.00044
"4,26",BGH,0.00044
"4,26",EAD,0.00044
"4,26",RA,0.00044
"4,26",KIO,0.00044
"4,26",ISD,0.00044
"4,26",VLT,0.00044
"4,26",FSD,0.19149
"4,26",GHY,0.00799
"4,26",JLS,0.00799
"4,26",IVH,0.00799
"4,26",AIF,0.03799
"4,26",HYB,0.72966
"4,26",EIC,0.00846
"4,25",PHT,0.00018
"4,25",HYI,0.00018
"4,25",OPP,0.00018
"4,25",MCR,0.00018
"4,25",CIK,0.00018
"4,25",NHS,0.00018
"4,25",HIO,0.00018
"4,25",MPV,0.00018
"4,25",DHY,0.00018
"4,25",MCI,0.00018
"4,25",AWF,0.00018
"4,25",DHF,0.00018
"4,25",BGH,0.00018
"4,25",EAD,0.00018
"4,25",RA,0.00018
"4,25",KIO,0.00018
"4,25",ISD,0.07455
"4,25",VLT,0.00455
"4,25",FSD,0.17789
"4,25",GHY,0.00631
"4,25",JLS,0.00481
"4,25",IVH,0.00433
"4,25",AIF,0.00342
"4,25",HYB,0.71125
"4,25",EIC,0.01
"4,24",HYI,0.00034
"4,24",OPP,0.00034
"4,24",MCR,0.00034
"4,24",CIK,0.00034
"4,24",NHS,0.00034
"4,24",HIO,0.00034
"4,24",MPV,0.00034
"4,24",DHY,0.00034
"4,24",MCI,0.00034
"4,24",AWF,0.00034
"4,24",DHF,0.00034
"4,24",BGH,0.00034
"4,24",EAD,0.00034
"4,24",RA,0.00034
"4,24",KIO,0.00034
"4,24",ISD,0.11768
"4,24",VLT,0.00768
"4,24",FSD,0.17003
"4,24",GHY,0.00725
"4,24",JLS,0.0062
"4,24",IVH,0.0057
"4,24",AIF,0.00522
"4,24",HYB,0.67341
"4,24",EIC,0.00167
"4,23",OPP,0.00015
"4,23",MCR,0.00015
"4,23",CIK,0.00015
"4,23",NHS,0.00015
"4,23",HIO,0.00015
"4,23",MPV,0.00015
"4,23",DHY,0.00015
"4,23",MCI,0.00015
"4,23",AWF,0.00015
"4,23",DHF,0.00015
"4,23",BGH,0.00015
"4,23",EAD,0.00015
"4,23",RA,0.00015
"4,23",KIO,0.00015
"4,23",ISD,0.13944
"4,23",VLT,0.00944
"4,23",FSD,0.16131
"4,23",GHY,0.00955
"4,23",JLS,0.00733
"4,23",IVH,0.00627
"4,23",AIF,0.00577
"4,23",HYB,0.6553
"4,23",EIC,0.00348
"4,22",MCR,0.00102
"4,22",CIK,0.00102
"4,22",NHS,0.01602
"4,22",HIO,0.00935
"4,22",MPV,0.00185
"4,22",DHY,0.00185
"4,22",MCI,0.00018
"4,22",AWF,0.00018
"4,22",DHF,0.00018
"4,22",BGH,0.00018
"4,22",EAD,0.06418
"4,22",RA,0.00055
"4,22",KIO,0.00055
"4,22",ISD,0.26978
"4,22",VLT,0.00764
"4,22",FSD,0.12764
"4,22",GHY,0.00326
"4,22",JLS,0.0015
"4,22",IVH,0.00039
"4,22",AIF,0.00986
"4,22",HYB,0.47736
"4,22",EIC,0.00545
"4,21",CIK,0.00423
"4,21",NHS,0.14423
"4,21",HIO,0.00423
"4,21",MPV,0.0009
"4,21",DHY,0.0084
"4,21",MCI,0.0024
"4,21",AWF,0.00073
"4,21",DHF,0.00073
"4,21",BGH,0.00073
"4,21",EAD,0.09629
"4,21",RA,0.00429
"4,21",KIO,0.00429
"4,21",ISD,0.23429
"4,21",VLT,0.00352
"4,21",FSD,0.09137
"4,21",GHY,0.00871
"4,21",JLS,0.00683
"4,21",IVH,0.0033
"4,21",AIF,0.0033
"4,21",HYB,0.36962
"4,21",EIC,0.00762
